tourney_id,match_num,tourney_date,tourney_name,surface,year,player_name,opp_name,player_LN,Opp_LN,player_odds,opp_odds
2016-0891,283,20160104,Chennai,Hard,2016,Ante Pavic,Nicolas Almagro,Pavic,Almagro,196,-263
2016-0891,284,20160104,Chennai,Hard,2016,Somdev Devvarman,Andrey Rublev,Devvarman,Rublev,114,-143
2016-0891,286,20160104,Chennai,Hard,2016,Alexander Kudryavtsev,Ramkumar Ramanathan,Kudryavtsev,Ramanathan,-110,-116
2016-0891,290,20160104,Chennai,Hard,2016,Gilles Muller,Thomas Fabbiano,Muller,Fabbiano,-556,380
2016-0891,291,20160104,Chennai,Hard,2016,Lukas Rosol,Benoit Paire,Rosol,Paire,150,-189
2016-0891,293,20160104,Chennai,Hard,2016,Andrey Rublev,Stanislas Wawrinka,Rublev,Wawrinka,561,-833
2016-0891,294,20160104,Chennai,Hard,2016,Ramkumar Ramanathan,Aljaz Bedene,Ramanathan,Bedene,387,-556
2016-0891,298,20160104,Chennai,Hard,2016,Aljaz Bedene,Borna Coric,Bedene,Coric,154,-192
2016-0891,299,20160104,Chennai,Hard,2016,Benoit Paire,Stanislas Wawrinka,Paire,Wawrinka,362,-500
2016-580,102,20160118,Australian Open,Hard,2016,Denis Kudla,Filip Krajinovic,Kudla,Krajinovic,-250,194
2016-580,103,20160118,Australian Open,Hard,2016,Andreas Seppi,Teymuraz Gabashvili,Seppi,Gabashvili,-161,127
2016-580,104,20160118,Australian Open,Hard,2016,Federico Delbonis,Ivo Karlovic,Delbonis,Karlovic,282,-370
2016-580,109,20160118,Australian Open,Hard,2016,Illya Marchenko,Omar Jasika,Marchenko,Jasika,-667,463
2016-580,113,20160118,Australian Open,Hard,2016,Daniel Brands,Victor Estrella,Brands,Estrella,-256,200
2016-580,114,20160118,Australian Open,Hard,2016,Di Wu,Austin Krajicek,Wu,Krajicek,108,-135
2016-580,115,20160118,Australian Open,Hard,2016,Kei Nishikori,Philipp Kohlschreiber,Nishikori,Kohlschreiber,-435,329
2016-580,116,20160118,Australian Open,Hard,2016,Nikoloz Basilashvili,Roger Federer,Basilashvili,Federer,2052,-10000
2016-580,117,20160118,Australian Open,Hard,2016,Alexandr Dolgopolov,Ricardas Berankis,Dolgopolov,Berankis,-500,354
2016-580,119,20160118,Australian Open,Hard,2016,Grigor Dimitrov,Paolo Lorenzi,Dimitrov,Lorenzi,-1667,801
2016-580,121,20160118,Australian Open,Hard,2016,Nicolas Almagro,Julien Benneteau,Almagro,Benneteau,-385,295
2016-580,122,20160118,Australian Open,Hard,2016,Damir Dzumhur,Kyle Edmund,Dzumhur,Edmund,274,-357
2016-580,123,20160118,Australian Open,Hard,2016,David Goffin,Sergiy Stakhovsky,Goffin,Stakhovsky,-769,516
2016-580,129,20160118,Australian Open,Hard,2016,Pablo Cuevas,Yoshihito Nishioka,Cuevas,Nishioka,-213,166
2016-580,131,20160118,Australian Open,Hard,2016,Tomas Berdych,Yuki Bhambri,Berdych,Bhambri,-10000,2207
2016-580,132,20160118,Australian Open,Hard,2016,Fernando Verdasco,Rafael Nadal,Verdasco,Nadal,736,-1250
2016-580,134,20160118,Australian Open,Hard,2016,Andrey Kuznetsov,Ryan Harrison,Kuznetsov,Harrison,-250,197
2016-580,135,20160118,Australian Open,Hard,2016,Jeremy Chardy,Ernests Gulbis,Chardy,Gulbis,-294,233
2016-580,140,20160118,Australian Open,Hard,2016,Lucas Pouille,Milos Raonic,Pouille,Raonic,918,-2000
2016-580,145,20160118,Australian Open,Hard,2016,Lukas Rosol,Taro Daniel,Rosol,Daniel,-286,220
2016-580,149,20160118,Australian Open,Hard,2016,Lleyton Hewitt,James Duckworth,Hewitt,Duckworth,-200,156
2016-580,150,20160118,Australian Open,Hard,2016,Jordan Thompson,Thomaz Bellucci,Thompson,Bellucci,198,-256
2016-580,151,20160118,Australian Open,Hard,2016,Steve Johnson,Aljaz Bedene,Johnson,Bedene,-154,123
2016-580,152,20160118,Australian Open,Hard,2016,Daniel Evans,Feliciano Lopez,Evans,Lopez,303,-417
2016-580,154,20160118,Australian Open,Hard,2016,Marcel Granollers,Matthew Ebden,Granollers,Ebden,-222,175
2016-580,157,20160118,Australian Open,Hard,2016,Brian Baker,Simone Bolelli,Baker,Bolelli,602,-1000
2016-580,159,20160118,Australian Open,Hard,2016,Fabio Fognini,Gilles Muller,Fognini,Muller,104,-132
2016-580,160,20160118,Australian Open,Hard,2016,Mikhail Kukushkin,Joao Sousa,Kukushkin,Sousa,112,-143
2016-580,161,20160118,Australian Open,Hard,2016,Donald Young,Santiago Giraldo,Young,Giraldo,-192,152
2016-580,163,20160118,Australian Open,Hard,2016,Andy Murray,Alexander Zverev,Murray,Zverev,-5000,1420
2016-580,165,20160118,Australian Open,Hard,2016,Andreas Seppi,Denis Kudla,Seppi,Kudla,-286,224
2016-580,171,20160118,Australian Open,Hard,2016,Kei Nishikori,Austin Krajicek,Nishikori,Krajicek,-3333,1356
2016-580,172,20160118,Australian Open,Hard,2016,Alexandr Dolgopolov,Roger Federer,Dolgopolov,Federer,815,-1667
2016-580,173,20160118,Australian Open,Hard,2016,Grigor Dimitrov,Marco Trungelliti,Dimitrov,Trungelliti,-2500,1183
2016-580,174,20160118,Australian Open,Hard,2016,Nicolas Almagro,Dominic Thiem,Almagro,Thiem,213,-270
2016-580,175,20160118,Australian Open,Hard,2016,David Goffin,Damir Dzumhur,Goffin,Dzumhur,-2000,1036
2016-580,178,20160118,Australian Open,Hard,2016,Pablo Cuevas,Nick Kyrgios,Cuevas,Kyrgios,527,-833
2016-580,179,20160118,Australian Open,Hard,2016,Tomas Berdych,Mirza Basic,Berdych,Basic,-3333,1374
2016-580,182,20160118,Australian Open,Hard,2016,Nicolas Mahut,Gael Monfils,Mahut,Monfils,333,-455
2016-580,184,20160118,Australian Open,Hard,2016,Tommy Robredo,Milos Raonic,Robredo,Raonic,852,-1667
2016-580,185,20160118,Australian Open,Hard,2016,Viktor Troicki,Tim Smyczek,Troicki,Smyczek,-476,348
2016-580,191,20160118,Australian Open,Hard,2016,John Isner,Marcel Granollers,Isner,Granollers,-833,512
2016-580,196,20160118,Australian Open,Hard,2016,Andreas Seppi,Novak Djokovic,Seppi,Djokovic,2438,-10000
2016-580,203,20160118,Australian Open,Hard,2016,Tomas Berdych,Nick Kyrgios,Berdych,Kyrgios,-152,122
2016-580,204,20160118,Australian Open,Hard,2016,Andrey Kuznetsov,Dudi Sela,Kuznetsov,Sela,-204,165
2016-580,205,20160118,Australian Open,Hard,2016,Stephane Robert,Gael Monfils,Robert,Monfils,772,-1429
2016-580,206,20160118,Australian Open,Hard,2016,Viktor Troicki,Milos Raonic,Troicki,Raonic,347,-476
2016-580,207,20160118,Australian Open,Hard,2016,Stanislas Wawrinka,Lukas Rosol,Wawrinka,Rosol,-1429,793
2016-580,209,20160118,Australian Open,Hard,2016,John Isner,Feliciano Lopez,Isner,Lopez,-204,163
2016-580,210,20160118,Australian Open,Hard,2016,John Millman,Bernard Tomic,Millman,Tomic,482,-714
2016-580,214,20160118,Australian Open,Hard,2016,David Goffin,Roger Federer,Goffin,Federer,1065,-2000
2016-580,216,20160118,Australian Open,Hard,2016,Gael Monfils,Andrey Kuznetsov,Monfils,Kuznetsov,-417,318
2016-580,219,20160118,Australian Open,Hard,2016,Andy Murray,Bernard Tomic,Murray,Tomic,-1111,703
2016-580,220,20160118,Australian Open,Hard,2016,Kei Nishikori,Novak Djokovic,Nishikori,Djokovic,495,-714
2016-580,221,20160118,Australian Open,Hard,2016,Tomas Berdych,Roger Federer,Berdych,Federer,415,-588
2016-580,222,20160118,Australian Open,Hard,2016,Milos Raonic,Gael Monfils,Raonic,Monfils,-286,225
2016-580,223,20160118,Australian Open,Hard,2016,Andy Murray,David Ferrer,Murray,Ferrer,-556,398
2016-580,224,20160118,Australian Open,Hard,2016,Roger Federer,Novak Djokovic,Federer,Djokovic,247,-303
2016-580,226,20160118,Australian Open,Hard,2016,Andy Murray,Novak Djokovic,Murray,Djokovic,401,-500
2016-6120,278,20160516,Nice,Clay,2016,Fabio Fognini,Donald Young,Fognini,Young,-357,267
2016-6120,284,20160516,Nice,Clay,2016,Leonardo Mayer,Jiri Vesely,Mayer,Vesely,-167,131
2016-6120,287,20160516,Nice,Clay,2016,Marcel Granollers,Alexander Zverev,Granollers,Zverev,158,-196
2016-6120,290,20160516,Nice,Clay,2016,Donald Young,Guido Pella,Young,Pella,200,-263
2016-6120,291,20160516,Nice,Clay,2016,Adrian Mannarino,Benoit Paire,Mannarino,Paire,222,-286
2016-6120,293,20160516,Nice,Clay,2016,Leonardo Mayer,Dominic Thiem,Mayer,Thiem,229,-294
2016-6120,295,20160516,Nice,Clay,2016,Kevin Anderson,Joao Sousa,Anderson,Sousa,-143,110
2016-6120,298,20160516,Nice,Clay,2016,Alexander Zverev,Joao Sousa,Zverev,Sousa,-169,131
2016-6120,299,20160516,Nice,Clay,2016,Adrian Mannarino,Dominic Thiem,Mannarino,Thiem,599,-1000
2016-6120,300,20160516,Nice,Clay,2016,Alexander Zverev,Dominic Thiem,Zverev,Thiem,318,-435
2016-6967,272,20160926,Shenzhen,Hard,2016,Ze Zhang,Janko Tipsarevic,Zhang,Tipsarevic,198,-256
2016-6967,276,20160926,Shenzhen,Hard,2016,Mischa Zverev,Zhe Li,Zverev,Li,-625,443
2016-6967,279,20160926,Shenzhen,Hard,2016,Thomaz Bellucci,Gastao Elias,Bellucci,Elias,-200,159
2016-6967,286,20160926,Shenzhen,Hard,2016,David Goffin,Malek Jaziri,Goffin,Jaziri,-500,350
2016-6967,287,20160926,Shenzhen,Hard,2016,Janko Tipsarevic,Benoit Paire,Tipsarevic,Paire,-105,-119
2016-6967,293,20160926,Shenzhen,Hard,2016,Mikhail Kukushkin,Tomas Berdych,Kukushkin,Berdych,459,-667
2016-6967,295,20160926,Shenzhen,Hard,2016,Richard Gasquet,Mischa Zverev,Gasquet,Zverev,-417,301
2016-6967,296,20160926,Shenzhen,Hard,2016,Thomaz Bellucci,Bernard Tomic,Bellucci,Tomic,216,-294
2016-6967,297,20160926,Shenzhen,Hard,2016,Jiri Vesely,Tomas Berdych,Vesely,Berdych,266,-357
2016-6967,298,20160926,Shenzhen,Hard,2016,Janko Tipsarevic,Richard Gasquet,Tipsarevic,Gasquet,252,-333
2016-7161,273,20160201,Quito,Clay,2016,Dusan Lajovic,Albert Ramos,Lajovic,Ramos,161,-208
2016-7161,276,20160201,Quito,Clay,2016,Andrej Martin,Marcel Granollers,Martin,Granollers,220,-286
2016-7161,277,20160201,Quito,Clay,2016,Guido Pella,Victor Estrella,Pella,Estrella,-172,137
2016-7161,286,20160201,Quito,Clay,2016,Feliciano Lopez,Joao Souza,Lopez,Souza,-263,204
2016-7161,294,20160201,Quito,Clay,2016,Feliciano Lopez,Albert Ramos,Lopez,Ramos,-192,150
2016-7161,295,20160201,Quito,Clay,2016,Renzo Olivo,Victor Estrella,Olivo,Estrella,140,-175
2016-7161,298,20160201,Quito,Clay,2016,Albert Ramos,Victor Estrella,Ramos,Estrella,-192,154
2016-7161,299,20160201,Quito,Clay,2016,Thomaz Bellucci,Paolo Lorenzi,Bellucci,Lorenzi,-179,144
2016-7434,272,20160201,Sofia,Hard,2016,Jiri Vesely,Damir Dzumhur,Vesely,Dzumhur,-238,184
2016-7434,276,20160201,Sofia,Hard,2016,Lukas Rosol,Robin Haase,Rosol,Haase,-217,169
2016-7434,278,20160201,Sofia,Hard,2016,Gilles Muller,Malek Jaziri,Muller,Jaziri,-435,317
2016-7434,280,20160201,Sofia,Hard,2016,Mirza Basic,Yuki Bhambri,Basic,Bhambri,-222,172
2016-7434,282,20160201,Sofia,Hard,2016,Adrian Mannarino,Evgeny Donskoy,Mannarino,Donskoy,-152,121
2016-7434,284,20160201,Sofia,Hard,2016,Marsel Ilhan,Filip Krajinovic,Ilhan,Krajinovic,-141,112
2016-7434,286,20160201,Sofia,Hard,2016,Viktor Troicki,Daniel Brands,Troicki,Brands,-263,202
2016-7434,290,20160201,Sofia,Hard,2016,Gilles Muller,Ricardas Berankis,Muller,Berankis,-333,247
2016-7434,298,20160201,Sofia,Hard,2016,Viktor Troicki,Martin Klizan,Troicki,Klizan,-303,239
2016-7485,271,20161017,Antwerp,Hard,2016,Illya Marchenko,Kyle Edmund,Marchenko,Edmund,175,-222
2016-7485,283,20161017,Antwerp,Hard,2016,Benoit Paire,Steve Darcis,Paire,Darcis,-122,-102
2016-7485,286,20161017,Antwerp,Hard,2016,David Ferrer,Kyle Edmund,Ferrer,Edmund,-213,169
2016-7485,287,20161017,Antwerp,Hard,2016,Robin Haase,Andreas Seppi,Haase,Seppi,-118,-106
2016-7485,292,20161017,Antwerp,Hard,2016,Marius Copil,Steve Darcis,Copil,Darcis,131,-167
2016-7485,293,20161017,Antwerp,Hard,2016,Florian Mayer,David Goffin,Mayer,Goffin,432,-667
2016-7485,294,20161017,Antwerp,Hard,2016,Kyle Edmund,Andreas Seppi,Edmund,Seppi,-192,150
2016-7485,297,20161017,Antwerp,Hard,2016,Marius Copil,David Goffin,Copil,Goffin,511,-833
2016-7485,298,20161017,Antwerp,Hard,2016,Kyle Edmund,Richard Gasquet,Edmund,Gasquet,160,-200
2016-7581,271,20160926,Chengdu,Hard,2016,Jordan Thompson,Kevin Anderson,Thompson,Anderson,283,-385
2016-7581,275,20160926,Chengdu,Hard,2016,Hiroki Moriya,Juan Monaco,Moriya,Monaco,198,-256
2016-7581,277,20160926,Chengdu,Hard,2016,Karen Khachanov,Joao Sousa,Khachanov,Sousa,114,-152
2016-7581,284,20160926,Chengdu,Hard,2016,Di Wu,Konstantin Kravchuk,Wu,Kravchuk,231,-303
2016-7581,286,20160926,Chengdu,Hard,2016,Nick Kyrgios,Kevin Anderson,Kyrgios,Anderson,-192,154
2016-7581,288,20160926,Chengdu,Hard,2016,Feliciano Lopez,Juan Monaco,Lopez,Monaco,-169,137
2016-7581,289,20160926,Chengdu,Hard,2016,Adrian Mannarino,Karen Khachanov,Mannarino,Khachanov,104,-132
2016-7581,291,20160926,Chengdu,Hard,2016,Dusan Lajovic,Grigor Dimitrov,Lajovic,Dimitrov,393,-588
2016-7581,298,20160926,Chengdu,Hard,2016,Viktor Troicki,Karen Khachanov,Troicki,Khachanov,-182,148
2016-7581,299,20160926,Chengdu,Hard,2016,Grigor Dimitrov,Albert Ramos,Dimitrov,Ramos,-312,245
2016-M001,271,20160111,Sydney,Hard,2016,Gilles Muller,Borna Coric,Muller,Coric,-164,125
2016-M001,273,20160111,Sydney,Hard,2016,Mikhail Kukushkin,Jeremy Chardy,Kukushkin,Chardy,110,-137
2016-M001,275,20160111,Sydney,Hard,2016,Maximilian Marterer,Pablo Cuevas,Marterer,Cuevas,154,-200
2016-M001,278,20160111,Sydney,Hard,2016,Andreas Seppi,Denis Istomin,Seppi,Istomin,-135,108
2016-M001,280,20160111,Sydney,Hard,2016,Tommy Robredo,John Millman,Robredo,Millman,110,-137
2016-M001,282,20160111,Sydney,Hard,2016,Leonardo Mayer,Teymuraz Gabashvili,Mayer,Gabashvili,-238,185
2016-M001,284,20160111,Sydney,Hard,2016,Martin Klizan,Jordan Thompson,Klizan,Thompson,-161,129
2016-M001,286,20160111,Sydney,Hard,2016,Dominic Thiem,Gilles Muller,Thiem,Muller,-141,108
2016-M001,287,20160111,Sydney,Hard,2016,James Duckworth,Jeremy Chardy,Duckworth,Chardy,216,-286
2016-M001,291,20160111,Sydney,Hard,2016,Tommy Robredo,Viktor Troicki,Robredo,Troicki,114,-147
2016-M001,293,20160111,Sydney,Hard,2016,Jordan Thompson,Bernard Tomic,Thompson,Tomic,602,-909
2016-M001,295,20160111,Sydney,Hard,2016,Grigor Dimitrov,Alexandr Dolgopolov,Dimitrov,Dolgopolov,-909,800
2016-M001,297,20160111,Sydney,Hard,2016,Teymuraz Gabashvili,Bernard Tomic,Gabashvili,Tomic,301,-417
2016-M009,240,20160509,Rome Masters,Clay,2016,Damir Dzumhur,Jeremy Chardy,Dzumhur,Chardy,-102,-123
2016-M009,242,20160509,Rome Masters,Clay,2016,David Goffin,Leonardo Mayer,Goffin,Mayer,-323,240
2016-M009,243,20160509,Rome Masters,Clay,2016,Guido Pella,Jack Sock,Pella,Sock,125,-161
2016-M009,244,20160509,Rome Masters,Clay,2016,Sam Querrey,Albert Ramos,Querrey,Ramos,160,-200
2016-M009,248,20160509,Rome Masters,Clay,2016,Juan Monaco,Steve Johnson,Monaco,Johnson,-238,186
2016-M009,249,20160509,Rome Masters,Clay,2016,Feliciano Lopez,Kevin Anderson,Lopez,Anderson,-222,177
2016-M009,255,20160509,Rome Masters,Clay,2016,Viktor Troicki,Teymuraz Gabashvili,Troicki,Gabashvili,-185,150
2016-M009,257,20160509,Rome Masters,Clay,2016,Julien Benneteau,Richard Gasquet,Benneteau,Gasquet,733,-1250
2016-M009,266,20160509,Rome Masters,Clay,2016,Gael Monfils,Thomaz Bellucci,Monfils,Bellucci,-556,384
2016-M009,268,20160509,Rome Masters,Clay,2016,Aljaz Bedene,Stephane Robert,Bedene,Robert,-185,144
2016-M009,270,20160509,Rome Masters,Clay,2016,Andy Murray,Mikhail Kukushkin,Murray,Kukushkin,-2000,899
2016-M009,272,20160509,Rome Masters,Clay,2016,David Goffin,Jack Sock,Goffin,Sock,-222,170
2016-M009,273,20160509,Rome Masters,Clay,2016,Albert Ramos,Tomas Berdych,Ramos,Berdych,311,-435
2016-M009,278,20160509,Rome Masters,Clay,2016,Kei Nishikori,Viktor Troicki,Nishikori,Troicki,-909,536
2016-M009,281,20160509,Rome Masters,Clay,2016,Alexander Zverev,Roger Federer,Zverev,Federer,263,-357
2016-M009,282,20160509,Rome Masters,Clay,2016,Rafael Nadal,Philipp Kohlschreiber,Nadal,Kohlschreiber,-714,461
2016-M009,286,20160509,Rome Masters,Clay,2016,Andy Murray,Jeremy Chardy,Murray,Chardy,-909,574
2016-M009,287,20160509,Rome Masters,Clay,2016,David Goffin,Tomas Berdych,Goffin,Berdych,152,-189
2016-M009,288,20160509,Rome Masters,Clay,2016,Stanislas Wawrinka,Juan Monaco,Wawrinka,Monaco,-400,301
2016-M009,292,20160509,Rome Masters,Clay,2016,Rafael Nadal,Nick Kyrgios,Nadal,Kyrgios,-345,256
2016-M009,296,20160509,Rome Masters,Clay,2016,Kei Nishikori,Dominic Thiem,Nishikori,Thiem,-233,181
2016-M009,298,20160509,Rome Masters,Clay,2016,Andy Murray,Lucas Pouille,Murray,Pouille,-1429,758
2016-M009,299,20160509,Rome Masters,Clay,2016,Kei Nishikori,Novak Djokovic,Nishikori,Djokovic,442,-625
2016-M015,275,20161003,Beijing,Hard,2016,Malek Jaziri,Guido Pella,Jaziri,Pella,-154,122
2016-M015,277,20161003,Beijing,Hard,2016,Sam Querrey,Richard Gasquet,Querrey,Gasquet,192,-244
2016-M015,278,20161003,Beijing,Hard,2016,David Ferrer,Pablo Cuevas,Ferrer,Cuevas,-233,179
2016-M015,280,20161003,Beijing,Hard,2016,Ze Zhang,Jack Sock,Zhang,Sock,501,-769
2016-M015,281,20161003,Beijing,Hard,2016,Alexander Zverev,Dominic Thiem,Zverev,Thiem,-105,-127
2016-M015,286,20161003,Beijing,Hard,2016,Rafael Nadal,Adrian Mannarino,Nadal,Mannarino,-1429,805
2016-M015,293,20161003,Beijing,Hard,2016,Andrey Kuznetsov,Andy Murray,Kuznetsov,Murray,761,-1429
2016-M015,294,20161003,Beijing,Hard,2016,Rafael Nadal,Grigor Dimitrov,Nadal,Dimitrov,-333,250
2016-M015,299,20161003,Beijing,Hard,2016,David Ferrer,Andy Murray,Ferrer,Murray,570,-909
2016-M015,300,20161003,Beijing,Hard,2016,Grigor Dimitrov,Andy Murray,Dimitrov,Murray,353,-476
2016-M020,271,20160104,Brisbane,Hard,2016,Mikhail Kukushkin,Denis Istomin,Kukushkin,Istomin,104,-135
2016-M020,277,20160104,Brisbane,Hard,2016,Thomaz Bellucci,David Goffin,Bellucci,Goffin,260,-345
2016-M020,278,20160104,Brisbane,Hard,2016,Dominic Thiem,James Duckworth,Thiem,Duckworth,-303,229
2016-M020,283,20160104,Brisbane,Hard,2016,Steve Johnson,Viktor Troicki,Johnson,Troicki,-145,114
2016-M020,284,20160104,Brisbane,Hard,2016,Tobias Kamke,Benjamin Mitchell,Kamke,Mitchell,-128,100
2016-M020,286,20160104,Brisbane,Hard,2016,Kei Nishikori,Mikhail Kukushkin,Nishikori,Kukushkin,-588,411
2016-M020,287,20160104,Brisbane,Hard,2016,Radek Stepanek,Bernard Tomic,Stepanek,Tomic,238,-312
2016-M020,290,20160104,Brisbane,Hard,2016,Dominic Thiem,Denis Kudla,Thiem,Kudla,-238,188
2016-M020,291,20160104,Brisbane,Hard,2016,Hyeon Chung,Marin Cilic,Chung,Cilic,241,-303
2016-M020,297,20160104,Brisbane,Hard,2016,Grigor Dimitrov,Roger Federer,Dimitrov,Federer,395,-556
2016-M020,298,20160104,Brisbane,Hard,2016,Bernard Tomic,Milos Raonic,Tomic,Raonic,167,-208
2016-M020,299,20160104,Brisbane,Hard,2016,Dominic Thiem,Roger Federer,Thiem,Federer,597,-1000
2016-M020,300,20160104,Brisbane,Hard,2016,Milos Raonic,Roger Federer,Raonic,Federer,303,-400
2016-M052,270,20160215,Rio de Janeiro,Clay,2016,David Ferrer,Nicolas Jarry,Ferrer,Jarry,-5000,1450
2016-M052,271,20160215,Rio de Janeiro,Clay,2016,Albert Ramos,Dusan Lajovic,Ramos,Lajovic,-159,129
2016-M052,277,20160215,Rio de Janeiro,Clay,2016,Aljaz Bedene,Fabio Fognini,Bedene,Fognini,250,-345
2016-M052,278,20160215,Rio de Janeiro,Clay,2016,Jack Sock,Federico Delbonis,Sock,Delbonis,-137,108
2016-M052,282,20160215,Rio de Janeiro,Clay,2016,Thomaz Bellucci,Alexandr Dolgopolov,Bellucci,Dolgopolov,-133,104
2016-M052,290,20160215,Rio de Janeiro,Clay,2016,Federico Delbonis,Paolo Lorenzi,Delbonis,Lorenzi,-189,148
2016-M052,291,20160215,Rio de Janeiro,Clay,2016,Pablo Cuevas,Thiago Monteiro,Cuevas,Monteiro,-833,548
2016-M052,293,20160215,Rio de Janeiro,Clay,2016,Nicolas Almagro,Rafael Nadal,Almagro,Nadal,411,-588
2016-M052,298,20160215,Rio de Janeiro,Clay,2016,Dominic Thiem,Guido Pella,Thiem,Pella,-625,418
2016-M052,299,20160215,Rio de Janeiro,Clay,2016,Pablo Cuevas,Rafael Nadal,Cuevas,Nadal,398,-556
